title	authors	source	discovered	published	open_access	peer_review	citation_type	countries_of_coverage	countries_of_researcher	keywords	literature_type	websites	identifiers	id	abstract	topics	added	gbif_download_key
A machine learning approach for modeling the occurrence of the major intermediate hosts for schistosomiasis in East Africa	Zadoki Tabo|Lutz Breuer|Codalli Fabia|Gorata Samuel|Christian Albrecht	Scientific Reports	21.02.2024	2024-02-21T00:00:00.000Z	true	true	DOI		GERMANY|BOTSWANA	Freshwater snails|Predictor features|Random forest|Schistosomiasis|Sub-Saharan Africa	JOURNAL	https://doi.org/10.1038/s41598-024-54699-1	10.1038/s41598-024-54699-1	c175f92f-76c0-3cfb-8df9-61b1c39a0f62	Schistosomiasis, a prevalent water-borne disease second only to malaria, significantly impacts impoverished rural communities, primarily in Sub-Saharan Africa where over 90% of the severely affected population resides. The disease, majorly caused by Schistosoma mansoni and S. haematobium parasites, relies on freshwater snails, specifically Biomphalaria and Bulinus species, as crucial intermediate host (IH) snails. Targeted snail control is advisable, however, there is still limited knowledge about the community structure of the two genera especially in East Africa. Utilizing a machine learning approach, we employed random forest to identify key features influencing the distribution of both IH snails in this region. Our results reveal geography and climate as primary factors for Biomphalaria , while Bulinus occurrence is additionally influenced by soil clay content and nitrogen concentration. Favorable climate conditions indicate a high prevalence of IHs in East Africa, while the intricate connection with geography might signify either dispersal limitations or environmental filtering. Predicted probabilities demonstrate non-linear patterns, with Bulinus being more likely to occur than Biomphalaria in the region. This study provides foundational framework insights for targeted schistosomiasis prevention and control strategies in the region, assisting health workers and policymakers in their efforts.	HUMAN_HEALTH	2024-03-01T10:22:38.542Z	0255800-230224095556074
A new model for efficient, needâ€driven progress in generating primary biodiversity information resources	Alex Asase|Moses N. Sainge|Raoufou A. Radji|Omokafe A. Ugbogu|A. Townsend Peterson	Applications in Plant Sciences	20.01.2020	2020-01-20T00:00:00.000Z	true	true	DOI		TOGO|UNITED_STATES|GHANA|CAMEROON|NIGERIA	West Africa|biodiversity informatics|digitization|plants|primary biodiversity data	JOURNAL	https://doi.org/10.1002/aps3.11318	10.1002/aps3.11318	63bda6f3-3ea5-3070-84c0-1bc9fba1e966	Premise: The field of biodiversity informatics has developed rapidly in recent years, with broad availability of largeâ€scale information resources. However, online biodiversity information is biased spatially as a result of slow and uneven capture and digitization of existing data resources. The West African Plants Initiative approach to data capture is a prototype of a novel solution to the problems of the traditional model, in which the institutional â€œownerâ€ of the specimens is responsible for digital capture of associated data. Methods: We developed customized workflows for data capture in formats directly and permanently useful to the â€œownerâ€ herbarium, and digitized significant numbers of new biodiversity records, adding to the information available for the plants of the region. Results: In all, 190,953 records of species in 1965 genera and 331 families were captured by midâ€2018. These data records covered 16 West African countries, with most of the records (10,000â€“99,999) from CÃ´te d'Ivoire, Ghana, Togo, Nigeria, and Cameroon, and the fewest data records from Mauritania (<100 records). The West African Plants Initiative has increased available digital accessible knowledge records for West African plants by about 54%. Several of the project institutions have put initial project data online as part of their Global Biodiversity Information Facility data contributions. The average cost of data capture ranged from US$0.50âˆ’1.00 per herbarium sheet. Discussion: Data capture has been costâ€effective because it is much less expensive than de novo field collections, allows for development of information resources even for regions in which political situations make contemporary field sampling impossible, and provides a historical baseline against which to compare newer data as they become available. This new paradigm in specimen digitization has considerable promise to accelerate and improve the process of generating highâ€quality biodiversity information, and can be replicated and applied in many biodiversityâ€rich, informationâ€poor regions to remedy the present massive gaps in information availability.	BIODIVERSITY_SCIENCE	2020-11-24T15:47:40.283Z	0006898-171025204727650|0006190-171025204727650
A new species of Orthobula Simon, 1897 (Araneae: Trachelidae) from South America	YOLANDA M.G. PIÃ‘ANEZ ESPEJO|ANA MUNÃ‰VAR|JOHN A. KOCHALKA	Zootaxa	04.04.2022	2022-03-30T00:00:00.000Z	true	true	DOI	PARAGUAY|ARGENTINA	PARAGUAY|ARGENTINA	Active hunter|Atlantic Forest|Cerrado|Dry Chaco|Spider	JOURNAL	https://doi.org/10.11646/zootaxa.5124.1.5	10.11646/zootaxa.5124.1.5	9d2898b9-176c-3ef5-a5ed-5fe73ea34f48	Orthobula Simon, 1897 is a group of very small litter-dwelling spiders with a tropical and subtropical distribution. The genus comprises 18 species, without any records in the Neotropical realm yet. Here we describe O. sudamericana sp. nov., distributed in Argentina and Paraguay. The new species appears to be most closely related to O. chayuensis Yang, Song and Zhu, 2003. The male also resembles O. charitonovi (Mikhailov, 1986). Orthobula sudamericana sp. nov. females differ from these species by the straight and parallel insemination ducts, and males by the centrally located, U-shaped sperm duct. Further, we summarize details on its natural history and habitat characteristics.	SPECIES_DISTRIBUTIONS|TAXONOMY	2022-04-11T12:48:24.787Z	0270334-200613084148143
A pipeline for assessing the quality of images and metadata from crowd-sourced databases.	J. Billotte	bioRxiv	02.05.2022	2022-05-01T00:00:00.000Z	true	false	DOI		UNITED_STATES		JOURNAL	https://doi.org/10.1101/2022.04.29.490112	10.1101/2022.04.29.490112	03b731be-8f55-35a4-ac7e-8d396e07c132	Crowd-sourced biodiversity databases provide easy access to data and images for ecological education and research. One concern with using publicly sourced databases; however, is the quality of their images, taxonomic descriptions, and geographical metadata. To address this concern and allow researchers and educators to make informed decisions about using crowd-sourced data, I developed a suite of pipelines to evaluate taxonomic consistency, how well geo-tagging fits known distributions, and image quality of crowd-sourced biodiversity data of the order Araneae (spiders) from iNaturalist. This pipeline allows users to analyze multiple images from iNaturalist and their associated metadata; to determine the level of taxonomic identification (family, genera, species) for each occurrence; whether the taxonomy label for an image matches accepted nesting of families, genera, and species; and whether geo-tags match the distribution of the taxon described using occurrence data from the Global Biodiversity Infrastructure Facility (GBIF) as a reference. Additionally, I assessed image quality with the MatLab algorithm, BRISQUE. I used entries from the order Araneae (spiders) as a case study. At the time of my analyses (July 2021), I found that iNaturalist contained at least one observation for 124 of the 129 families of Araneae, and 115 families had three or more unique observations, with relatively similar quality of metadata and image quality across families. Taxonomic consistency was similar for observations identified at the genus and species level, but lower in observations with only family level identification. Observations with species level identifications had higher precision for geo-tags compared to those identified to the family or genus level and the highest image quality according to the BRISQUE scores. Overall, the results suggest that iNaturalist can provide large metadata and images sets for research. Given the inevitability of some low-quality observations, this pipeline provides a valuable resource for researchers and educators to evaluate the quality of iNaturalist and other crowd-sourced data.	CITIZEN_SCIENCE	2022-05-03T08:46:53.195Z	0289473-200613084148143
A tradeâ€off between latitude and elevation contributes to explain range segregation of broadly distributed caveâ€dwelling spiders	Stefano Mammola|Thomas Hesselberg|Enrico Lunghi	Journal of Zoological Systematics and Evolutionary Research	30.10.2020	2020-10-29T00:00:00.000Z	true	true	generic_DOIs_provided		CHINA|UNITED_KINGDOM|ITALY|FINLAND	Tetragnathidae|altitudinal gradient|biogeography|competitive exclusion|niche partitioning|species distribution modeling	JOURNAL	https://doi.org/10.1111/jzs.12432	10.1111/jzs.12432	9c9283ca-af09-301b-b735-798225f9cc9c	A fundamental goal in spatial ecology is to understand how the distribution of species varies along latitudinal and elevational gradients. This stems from the understanding that latitude and elevation are primary drivers affecting temperature variations on Earth's surface, and, in turn, that temperature plays a critical ecological role. These spatial gradients have been primarily documented using highly dispersive surface speciesâ€”butterflies, birds, and plantsâ€”whereas studies on subterranean organisms remain scattered. The orbâ€web cave spiders Meta bourneti and M. menardi are ubiquitous inhabitants of European caves whose distributions stretches over a continental distance. They share a similar ecological niche, which should translate into competitive exclusion in coâ€occurring areas. Therefore, it can be predicted that there should be an effective spatial segregation between the two species along broadscale spatial gradients. Using a dataset of >3,000 georeferenced records, we show that the two species are primarily segregated along the latitudinal gradient, with M. menardi progressively becoming more frequent and M. bourneti rarer from south to north. In their overlapping range (36.5â€“53.4Â° latitude), the two species are secondarily separated along an elevational gradient, with M. menardi occupying, on average, sites at higher elevations than M. bourneti. However, in the northernmost part of its range and in the absence of its competitor, M. menardi inhabits caves at lower elevations. This clear pattern provides a textbook example of the tradeâ€off between latitude and elevation in determining habitat segregation of broadly distributed competing species.	BIOGEOGRAPHY	2020-12-01T10:37:08.451Z	0031425-200221144449610
Ãreas de endemismo de Ecuador: un anÃ¡lisis a partir de datos de distribuciÃ³n de especies de plantas, animales y hongos	Jonathan Liria	Revista Mexicana de Biodiversidad	04.10.2022	2022-08-23T00:00:00.000Z	false	true	DOI	ECUADOR	ECUADOR|VENEZUELA	Bigdata|BiogeografÃ­a|Chordata|Tracheophyta|Ãreas protegidas	JOURNAL	https://doi.org/10.22201/ib.20078706e.2022.93.4031	10.22201/ib.20078706e.2022.93.4031	fc7bc0f1-b01b-3a68-9690-d4473888a412	Se analizaron 407,570 datos de distribuciÃ³n de 10,390 especies de plantas, animales y hongos de Ecuador, obtenidos en 4 repositorios de biodiversidad (GBIF, NHM, SpeciesLink y BNDB) como soporte en la delimitaciÃ³n de Ã¡reas para conservaciÃ³n y estudios biogeogrÃ¡ficos. Las especies fueron asignadas a 1,773 categorÃ­as supraespecÃ­ficas para evaluar el apoyo de ciertos grupos en las Ã¡reas de endemismo (AE). Las identificaciÃ³n de AE se realizaron en VNDM/NDM empleando 2 tamaÃ±os de cuadrÃ­culas (0.75Âº y 1Âº latitud-longitud) y los resultados se resumieron mediante consensos. Los anÃ¡lisis de 0.75Âº y 1Âº resultaron en 272 y 88 AE, respectivamente, resumidas en 94 y 28 Ã¡reas consenso. La mayorÃ­a de AE consenso estuvieron sustentadas, principalmente, por especies de Tracheophyta y Chordata, y solo un Ã¡rea en GalÃ¡pagos por especies de Chordata seguido en menor proporciÃ³n por Tracheophyta, Arthropoda y Mollusca. Cuatro Ã¡reas mostraron soporte de grupos supraespecÃ­ficos endÃ©micos principalmente gÃ©neros. Algunas especies se incluyeron en la lista de la UICN, mayoritariamente en las categorÃ­as de preocupaciÃ³n menor y vulnerable. Los resultados de AE en Ecuador evidencian la importancia de las bases de datos abiertas sobre biodiversidad y servirÃ¡n de base para estudios sobre conservaciÃ³n y definiciones de categorÃ­as en las regionalizaciones biogeogrÃ¡ficas.	CONSERVATION	2022-10-11T12:15:46.122Z	0224379-200613084148143
Accounting for sampling patterns reverses the relative importance of trade and climate for the global sharing of exotic plants	Helen R. Sofaer|Catherine S. Jarnevich	Global Ecology and Biogeography		2017-03-01T00:00:00.000Z	false	true	DOI	UNITED_STATES	UNITED_STATES		JOURNAL	http://doi.wiley.com/10.1111/geb.12577	1466822X|10.1111/geb.12577	9ea46fb0-3a87-35d5-80c7-28e92635ce87	Aim The distributions of exotic species reflect patterns of human-mediated dispersal, species climatic tolerances and a suite of other biotic and abiotic factors. The relative importance of each of these factors will shape how the spread of exotic species is affected by ongoing economic globalization and climate change. However, patterns of trade may be correlated with variation in scientific sampling effort globally, potentially confounding studies that do not account for sampling patterns. Location Global. Time period Museum records, generally from the 1800s up to 2015. Major taxa studied Plant species exotic to the United States. Methods We used data from the Global Biodiversity Information Facility (GBIF) to summarize the number of plant species with exotic occurrences in the United States that also occur in each other country world-wide. We assessed the relative importance of trade and climatic similarity for explaining variation in the number of shared species while evaluating several methods to account for variation in sampling effort among countries. Results Accounting for variation in sampling effort reversed the relative importance of trade and climate for explaining numbers of shared species. Trade was strongly correlated with numbers of shared U.S. exotic plants between the United States and other countries before, but not after, accounting for sampling variation among countries. Conversely, accounting for sampling effort strengthened the relationship between climatic similarity and species sharing. Using the number of records as a measure of sampling effort provided a straightforward approach for the analysis of occurrence data, whereas species richness estimators and rarefaction were less effective at removing sampling bias. Main conclusions Our work provides support for broad-scale climatic limitation on the distributions of exotic species, illustrates the need to account for variation in sampling effort in large biodiversity databases, and highlights the difficulty in inferring causal links between the economic drivers of invasion and global patterns of exotic species occurrence.	BIOGEOGRAPHY	2020-11-24T15:54:37.494Z	0001240-151016162008034
Addressing risks to biodiversity arising from a changing climate: The need for ecosystem restoration in the Tana River Basin, Kenya	Rhosanna L. M. Jenkins|Rachel F. Warren|Jeff T. Price	PLOS ONE	22.07.2021	2021-07-21T00:00:00.000Z	true	true	DOI	KENYA	UNITED_KINGDOM		JOURNAL	https://doi.org/10.1371/journal.pone.0254879	10.1371/journal.pone.0254879	7d358329-2f45-3b05-91d8-5c195498bc03	Climate change is projected to have significant effects on the distribution of species globally, but research into the implications in parts of Africa has been limited. Using species distribution modelling, this study models climate change-related risks to the terrestrial biodiversity (birds, mammals, reptiles, amphibians and plants) of Kenyaâ€™s economically-important and ecologically diverse Tana River Basin. Large reductions in species richness are projected with just 2Â°C warming (relative to preindustrial levels) with birds and plants seeing the greatest impact. Potential climate refugia for biodiversity are identified within the basin, but often overlap with areas already converted to agriculture or set aside for agricultural expansion, and the majority are outside protected areas. Similarly, some protected areas contain no projected refugia at higher levels of global warming, showing they may be insufficient to protect the basinâ€™s biodiversity as climate changes. However, risks to biodiversity are much smaller if the Paris Agreementâ€™s goal of limiting global warming to â€˜well below 2Â°Câ€™ warming, rather than 2Â°C only, is met. The potential for refugia for plants and animals decreases strongly with warming. For example, 82% of the basin remaining climatically suitable for at least 75% of the plants currently present at 1.5Â°C warming, as compared with 23% at 2Â°C and 3% at 4.5Â°C. This research provides the first assessment of the combined effects of development plans and climate change on biodiversity of the Tana River Basin, including identifying potential areas for restoration, and contributes to a greater understanding of biodiversity protection and adaptation options in Kenya.	CLIMATE_CHANGE	2021-07-29T08:35:45.084Z	0000129-150523225239109
Alien flora of Turkey: checklist, taxonomic composition and ecological attributes	Ahmet Uludag|Necmi Aksoy|AyÅŸe YazlÄ±k|Zubeyde Filiz Arslan|Efecan YazmÄ±ÅŸ|Ilhan Uremis|Tiziana Antonella Cossu|Quentin Groom|Jan Pergl|Petr PyÅ¡ek|Giuseppe Brundu	NeoBiota	07.07.2017	2017-06-02T00:00:00.000Z	true	true	DOI		BELGIUM|CZECH_REPUBLIC|UNITED_KINGDOM|ITALY|TURKEY		JOURNAL	http://neobiota.pensoft.net/articles.php?id=12460	1314-2488|10.3897/neobiota.35.12460	6bae501a-425c-37c8-bd2b-58aa47c8f812	The paper provides an updated checklist of the alien flora of Turkey with information on its structure. The alien flora of Turkey comprises 340 taxa, among which there are 321 angiosperms, 17 gymnosperms and two ferns. Of the total number of taxa, 228 (68%) are naturalized and 112 (32%) are casual. There are 275 neophytes (172 naturalized and 103 casual) and 61 archaeophytes (52 naturalized and 9 casual); four species could not be classified with respect to the residence time. In addition, 47 frequently planted taxa with a potential to escape are also listed. The richest families are Asteraceae (38 taxa), Poaceae (30), Fabaceae (23) and Solanaceae (22). As for the naturalized alien plants, the highest species richness is found in Asteraceae (31 taxa), Poaceae (22), Amaranthaceae (18) and Solanaceae (15). The majority of alien taxa are perennial (63.8% of the total number of taxa with this life history assigned, including those with multiple life histories), annuals contribute 33.8% and 2.4% are biennial aliens. Among perennials the most common life forms are phanerophytes, of which 20.3% are trees and 12.6% shrubs; woody vines, stem succulents, and aquatic plants are comparatively less represented. Most of the 340 alien taxa introduced to Turkey have their native ranges in Americas (44.7%) and Asia (27.6%). Of other regions, 9.1% originated in Africa, 4.4% in Eurasia, 3.8% in Australia and Oceania and 3.5% in the Mediterranean. The majority of taxa (71.9%) were introduced intentionally, whereas the remaining (28.1%) were introduced accidentally. Among the taxa introduced intentionally, the vast majority are ornamental plants (55.2%), 10.0% taxa were introduced for forestry and 6.7% as crops. Casual alien plants are most commonly found in urban and ruderal habitats (40.1%) where naturalized taxa are also often recorded (27.3%). Plants that occur as agricultural weeds are typically naturalized rather than casual (16.0% vs 7.1%, respectively). However, (semi)natural habitats in Turkey are often invaded by alien taxa, especially by those that are able to naturalize.	INVASIVES	2020-11-24T15:51:55.413Z	0045772-160910150852091
An assessment of liverwort richness, endemicity and conservation in a megadiverse country - Colombia	Yeison Jaroc Lombo-Sanchez|Karen Yuliana Suarez-Contento|MÃ©rcia PatrÃ­cia Pereira Silva|KÃ¡tia Cavalcanti PÃ´rto	Biodiversity and Conservation	04.09.2024	2024-09-04T00:00:00.000Z	false	true	generic_DOIs_provided	COLOMBIA	BRAZIL	Andes|Biogeographic regions|Bryophytes|Distribution patterns|Diversity|Neotropics	JOURNAL	https://doi.org/10.1007/s10531-024-02926-6	10.1007/s10531-024-02926-6	4ecc6f79-c40b-3002-9484-d5c7fd42cdbc	Knowing the centers of richness and endemism is crucial for prioritizing biodiversity conservation efforts, particularly in taxa susceptible to environmental changes and in regions of significant biological importance. We used species occurrence data from species lists, online information sources, and herbarium records to identify the centers of endemism of liverworts in Colombia. Sampling biases were assessed using the â€˜sampbiasâ€™ package. Geospatial analyses were applied to identify species richness and endemism centers, with the latter identified using the NDM/VNDM algorithm. Species conservation status was evaluated based on IUCN Red List criterion B using the â€˜ConRâ€™ package. Despite low sampling efforts across all regions, the collection bias model revealed disparities in sampling, with fewer expected records in the Orinoco, Caribbean, and Amazon regions, highlighting the need for new inventories in these priority areas. The Andean (567 total species, 16 endemic species and subspecies) and Pacific (301 total species, 7 endemic species) regions stood out with higher richness. Two centers of endemism were identified: the Pacific and the Andean regions, emerging as priorities for conservation investments. Only 4% of the total area of the centers of endemism in Colombia was found within protected areas (PAs), and 40% of species were classified as threatened. Despite the challenges, 22.7% of the endemic species are found within PAs, underscoring the urgent need for efficient PA management, especially those located along the central Andes Mountain range.	CONSERVATION|BIODIVERSITY_SCIENCE	2024-11-06T21:24:58.717Z	0257328-200613084148143|0257538-200613084148143|0258382-200613084148143|0258484-200613084148143|0257153-200613084148143|0257269-200613084148143|0257353-200613084148143|0257520-200613084148143|0259120-200613084148143|0257535-200613084148143|0258491-200613084148143|0257343-200613084148143|0258046-200613084148143|0266929-200613084148143|0257259-200613084148143|0260053-200613084148143|0257448-200613084148143|0257188-200613084148143|0258541-200613084148143|0258522-200613084148143|0258469-200613084148143|0258454-200613084148143|0257154-200613084148143|0258485-200613084148143|0258457-200613084148143|0258333-200613084148143|0257333-200613084148143|0257161-200613084148143|0257404-200613084148143|0257208-200613084148143|0258475-200613084148143|0257183-200613084148143|0258540-200613084148143|0258084-200613084148143|0258406-200613084148143|0259113-200613084148143|0257236-200613084148143|0255140-200613084148143|0258527-200613084148143|0257165-200613084148143
